ID,Term,Chinese,Language
4850,Kehrreim {Ger.},重現句；疊句；副歌；重現段,德
4851,keman {Tur.},小提琴,土耳其
4852,kemanak,克馬納克鼓（印尼）,印尼
4853,kemençe,克曼且琴（土耳其）,土耳其
4854,kena,克納笛,英
4855,kenong,克隆鑼（印尼）,印尼
4856,Kent bugle,肯特步號,英
4857,Kent horn,肯特號,英
4858,keraulophon {Ger.},角管聲音栓（管風琴）,德
4859,Kernton {Ger.},核心音,德
4860,kettledrums,鍋形鼓；定音鼓,英
4861,key,調；鍵,英
4862,key bugle,有鍵步號,英
4863,key characteristics,調性特色,英
4864,key relationship,調關係,英
4865,key signature,調號,英
4866,key trumpet,有鍵小號,英
4867,key with flats,降號調,英
4868,key with sharps,升號調,英
4869,key-note,主音,英
4870,key-signature,調號,英
4871,keyboard,鍵盤；鍵盤樂器,英
4872,keyboard harmony,鍵盤和聲學,英
4873,keyboard instrument,鍵盤樂器,英
4874,keyboard music,鍵盤音樂,英
4875,keyed bugle,有鍵步號,英
4876,keyed horn,英國蛇號；英國蛇號音栓,英
4877,keynote,主音,英
4878,Khāēn Khen,竹笙,寮國
4879,Khanjira {In.},康吉拉鼓,印度
4880,khil khuur,馬頭琴,蒙
4881,Khlui,竹笛,泰國
4882,khong wong,排鑼｛泰國｝,泰國
4883,Khyâl {In.},卡亞爾曲,印度
4884,Kiak Kiyak,吉亞克琴,吉爾吉斯
4885,Kielflügel {Ger.},大鍵琴,德
4886,Kindersopran {Ger.},童聲女高音,德
4887,Kinnhalter {Ger.},顎墊,德
4888,kinnor {Heb.},琪諾琴,希伯來
4889,Kirchenchor {Ger.},聖歌隊,德
4890,Kirchenkantate {Ger.},教會清唱劇；教會康塔塔,德
4891,Kirchenkonzert {Ger.},教會協奏曲,德
4892,Kirchenlied {Ger.},聖詠(曲),德
4893,Kirchenschluss {Ger.},教會終止,德
4894,Kirchenton {Ger.},教會調式,德
4895,Kirchentonart {Ger.},教會調式,德
4896,kit,袖珍小提琴；套鼓,英
4897,kithara {Gr.},琪塔拉琴；吉他,希
4898,klagend {Ger.},控訴的；悲嘆的,德
4899,Klagenlied {Ger.},輓歌,德
4900,kläglich {Ger.},控訴的；悲嘆的；可憐的,德
4901,Klammer {Ger.},連譜號,德
4902,Klang {Ger.},聲響,德
4903,Klangfarbe {Ger.},音色,德
4904,Klangfarbenmelodie {Ger.},音色曲調,德
4905,Klangschlüssel {Ger.},和弦記號,德
4906,Klappenflügelhorn {Ger.},有鍵步號,德
4907,Klappenhorn {Ger.},有鍵步號,德
4908,Klapper {Ger.},響板；拍板,德
4909,Klarinette {Ger.},單簧管,德
4910,Klassizismus {Ger.},古典主義,德
4911,Klausel {Ger.},終止式,德
4912,Klavarscribo,鍵盤記譜法,英
4913,Klavecimbel {Ger.},大鍵琴,德
4914,Klaviatur {Ger.},鍵盤,德
4915,Klavichord {Ger.},古鋼琴,德
4916,Klavier {Ger.},鍵盤樂器；鋼琴,德
4917,Klavierquartett {Ger.},鋼琴四重奏；鋼琴四重奏曲,德
4918,Klavierquintett {Ger.},鋼琴五重奏；鋼琴五重奏曲,德
4919,Klavierspiel {Ger.},鋼琴奏法,德
4920,Klaviertrio {Ger.},鋼琴三重奏；鋼琴三重奏曲,德
4921,Klaviziterium {Ger.},直立式大鍵琴,德
4922,Klavizylinder {Ger.},鍵盤玻璃琴,德
4923,kledi,克雷第笙（婆羅洲）,印尼
4924,kleine Flöte {Ger.},短笛,德
4925,kleine Klarinette {Ger.},小單簧管,德
4926,kleine Oktave {Ger.},小字八度音,德
4927,kleine Sekunde {Ger.},小二度,德
4928,kleine Septime {Ger.},小七度,德
4929,kleine Sexte {Ger.},小六度,德
4930,kleine Terz {Ger.},小三度,德
4931,kleine Trommel {Ger.},小鼓,德
4932,kleine Trompete {Ger.},小小號（巴赫小號）,德
4933,kleiner Ganzton {Ger.},小全音,德
4934,kleiner Nonenakkord {Ger.},小九和弦,德
4935,kleiner Satz {Ger.},小樂節,德
4936,kleiner Septimenakkord {Ger.},小七和弦,德
4937,kleines Intervall {Ger.},小音程,德
4938,klong that,克隆塔特鼓（泰國）,泰
4939,ko'e,柯約笛,玻里尼西亞
4940,koauau,科奧奧笛,紐西蘭
4941,Köchel Verzeichnis {Ger.},柯歇爾編號,德
4942,Koda {Ger.},尾聲；尾奏,德
4943,Kodex {Ger.},抄本,德
4944,Koenig resonator,柯尼希共鳴器,英
4945,koleda {Pol.},柯連達歌曲,波蘭
4946,kolenda {Pol.},柯連達歌曲,波蘭
4947,kolo,寇羅舞曲,克羅埃西亞
4948,kolomyika,柯羅蜜卡舞曲,烏克蘭
4949,Koloratur {Ger.},華彩；花腔,德
4950,Kolorierung {Ger.},色符記譜法；色彩裝飾,德
4951,Kombinationston {Ger.},混合音；合成音,德
4952,Komma {Ger.},音差,德
4953,Komplementärinterval {Ger.},轉位音程,德
4954,Komponium {Ger.},複合自動管風琴,德
4955,Kompositionslehre {Ger.},作曲法,德
4956,Komun'go,玄琴（韓國）,英
4957,kondakarion {Rus.},康達卡利翁頌歌本,俄
4958,Konservatorium {Ger.},音樂學院,德
4959,Konsonant {Ger.},子音,德
4960,Konsonanter Akkord {Ger.},協和和弦,德
4961,konsonanters Intervall {Ger.},協和音程,德
4962,Konsonanz {Ger.},協和；協和音,德
4963,Konstruktiver Kontrapunkt {Ger.},和聲式對位,德
4964,Kontakion {Gr.},讚歌（拜占廷）,希
4965,Kontertanz {Ger.},鄉村舞曲；對舞舞曲,德
4966,Kontra Oktave {Ger.},下一點八度(音域),德
4967,Kontrabass Klarinette {Ger.},倍低音單簧管,德
4968,Kontrabass {Ger.},低音提琴,德
4969,Kontrabassposaune {Ger.},低音長號,德
4970,Kontrafagott {Ger.},倍低音管,德
4971,Kontrapunkt {Ger.},對位法,德
4972,Kontrasubjekt {Ger.},對句；對位主題,德
4973,Konzert Ouvertüre {Ger.},音樂會序曲,德
4974,Konzert {Ger.},音樂會；協奏曲,德
4975,Konzertina {Ger.},六角手風琴,德
4976,Konzertmeister {Ger.},首席,德
4977,Konzertsaal {Ger.},演奏廳；音樂廳,德
4978,Konzertstück {Ger.},音樂會曲；小協奏曲,德
4979,kooauau,科奧奧笛,紐西蘭
4980,Kopf {Ger.},符頭,德
4981,Kopfstimme {Ger.},頭聲,德
4982,Kopfstück {Ger.},揚音管,德
4983,Kopist {Ger.},抄譜家,德
4984,Koppel,聯鍵音栓（管風琴）,英
4985,Koppel{Ger.},聯結器,德
4986,Korean temple block,韓國木魚,英
4987,Kornett {Ger.},短號；郵號；角號；角號音栓｛管風琴｝,德
4988,Korpus {Ger.},共鳴箱,德
4989,Korrepetitor {Ger.},排練指導,德
4990,Kortholt {Ger.},科爾托管,德
4991,Koteletten Walzer {Ger.},筷子曲,德
4992,koto,日本箏,英
4993,koza {Pol.},山羊風笛,波蘭
4994,Kraft {Ger.},力度,德
4995,Kräftig {Ger.},有力的,德
4996,Kraftwerk {Ger.},發電廠音樂風格｛流行音樂｝,德
4997,Krajappī,克拉甲比琴（泰）,泰
4998,Krakauer Tanz {Ger.},克拉科維亞克舞曲,德
4999,krakowiak {Pol.},克拉科維亞克舞曲,波蘭
5000,Krebsgang {Ger.},逆行,德
5001,Krebskanon {Ger.},逆行卡農,德
5002,Kreuz {Ger.},升記號,德
5003,krilaët,大框鼓,格陵蘭
5004,Krummbogen {Ger.},變音管,德
5005,Krummbügel {Ger.},變音管,德
5006,Krummhorn {Ger.},克隆姆管；克隆姆管音栓,德
5007,Kuhreigen {Ger.},牧牛歌｛瑞士｝,德
5008,kujawiak {Pol.},庫亞維亞克舞曲,波蘭
5009,Kulintang {Ph.},庫林當鑼,菲律賓
5010,Kunstlied {Ger.},藝術歌曲,德
5011,Kunstschaffen {Ger.},藝術創作,德
5012,Kunstwissenschaft {Ger.},藝術學,德
5013,Kurrende {Ger.},青少年合唱團,德
5014,kurze Oktave {Ger.},短縮八度,德
5015,Kustos {Ger.},提示記號,德
5016,kyì-waìng,排鑼｛泰國｝,泰
5017,kyrie {Gr.},垂憐曲,希
5018,l'istesso tempo {It.},同速度,義
5019,L.H.,左手,英
5020,L.h.,左手,英
5021,La dièse {Fr.},升Ａ,法
5022,La diesis {It.},升Ａ,義
5023,la folia {Sp.},佛利亞舞曲,西
5024,la jota {Sp.},霍達舞曲,西
5025,Labialpfeife {Ger.},直笛音管,德
5026,Labialstimme {Ger.},直笛音栓,德
5027,Laborde Chansonnier {Fr.},拉波德歌本,法
5028,lacrimoso {It.},含淚的；哭號的,義
5029,lacune tonale {Fr.},音隙,法
5030,Laendler {Ger.},連德勒舞曲,德
5031,Lage der Stimmen {Ger.},聲音位置；聲部位置；把位位置,德
5032,Lage eines Akkordes {Ger.},和弦位置,德
5033,Lage {Ger.},位置；把位,德
5034,lagrimoso {It.},含淚的；哭號的,義
5035,lai {Fr.},遊唱歌體,法
5036,lament,哀歌；輓歌,英
5037,lamentabile {It.},悲哀的,義
5038,lamentation {Fr.},哀歌,英˙法
5039,Lamentation {Ger.},哀歌,德
5040,lamentations,耶利米哀歌,英
5041,lamentazione {It.},哀歌,義
5042,lamento {It.},哀歌；輓歌,義
5043,lamentoso {It.},悲傷的,義
5044,Lancashire Sol-fa,蘭開夏唱名法,英
5045,lancers,藍薩斯舞曲,英
5046,Landini cadence,藍迪尼終止,英
5047,Landini Klausel{Ger.},藍迪尼終止,德
5048,Ländler {Ger.},連德勒舞曲,德
5049,Langaus {Ger.},藍高斯舞曲,德
5050,langer Vorschlag {Ger.},長倚音,德
5051,Langsam {Ger.},緩慢的,德
5052,lap organ,膝上型風琴,英
5053,larga {Lat.},最長音符｛有量計譜法｝,拉
5054,largamente {It.},寬大的,義
5055,largando {It.},漸慢漸強,義
5056,larghetto {It.},甚廣板；甚寛廣的,義
5057,larghissimo {It.},極廣板；極寛廣的,義
5058,largo {It.},廣板；寛廣的,義
5059,Lärm {Ger.},噪音,德
5060,larynx,喉頭,英
5061,Las Huelgas Codex,拉斯‧威爾加斯抄本,西
5062,lassú {Fr.},拉舒段（查爾達斯舞曲前段）,法
5063,laúd {Sp.},魯特琴,西
5064,Lauda Sion {It.},錫安讚歌,義
5065,lauda {It.},讚美歌,義
5066,laudes {Lat.},早課；早禱,拉
5067,Laudi Spirituali,屬靈讚歌,英
5068,laudisti {It.},讚歌樂人,義
5069,Lauf {Ger.},過渡樂句,德
5070,launeddas {It.},勞內達斯管,義
5071,Laut {Ger.},大聲的,德
5072,Laute {Ger.},魯特琴,德
5073,Lautenzug {Ger.},魯特音栓｛大鍵琴｝,德
5074,lautheit {Ger.},響度,德
5075,law of part-writing,聲部寫作規則,英
5076,lay {Fr.},遊唱歌體,法
5077,lazzo {It.},即興諧歌,義
5078,lead sheet,簡要總譜｛流行樂｝,英
5079,leading melody,主曲調,英
5080,leading motive,主導動機,英
5081,leading note,導音,英
5082,leading seventh,導七和弦（絃）,英
5083,leading tone,導音,英
5084,leap,跳進,英
5085,lebendig {Ger.},生動的；活潑的,德
5086,lebhaft {Ger.},活潑的,德
5087,lectio {Lat.},讀經,拉
5088,Lectionary,聖經選讀集,英
5089,ledger line,加線,英
5090,leere Quinte {Ger.},空心五度,德
5091,leere Saite {Ger.},空弦（絃）,德
5092,left pedal,左踏瓣；弱音踏板,英
5093,legatissimo {It.},非常圓滑,義
5094,legato tremolo {It.},連弓震音｛義｝,義
5095,legato {It.},圓滑線；圓滑奏（唱）,義
5096,Legatobogen {Ger.},圓滑線,德
5097,legatura {It.},圓滑線；連結線,義
5098,Legend,傳奇曲,英
5099,légende {Fr.},傳奇曲,法
5100,Legende{Ger.},傳奇曲,德
5101,leger line,加線,英
5102,leggenda {It.},傳奇曲,義
5103,leggere {It.},輕巧的,義
5104,leggero {It.},輕巧的,義
5105,leggiadretto {It.},優雅的,義
5106,leggiadro {It.},優雅的,義
5107,leggiere {It.},輕巧的,義
5108,leggiero {It.},輕；輕巧的,義
5109,leggio {It.},譜架,義
5110,legni {It.},木管樂器,義
5111,legno {It.},弓背,義
5112,legong,雷貢舞｛印尼｝,印尼
5113,Leich {Ger.},遊唱歌體,德
5114,leicht {Ger.},輕巧的,德
5115,leidenschaftlich {Ger.},激情的；熱情的,德
5116,Leier {Ger.},搖弦琴,德
5117,leise {Ger.},小聲的；低聲細語的,德
5118,leitereigener Akkord {Ger.},音階固有和弦,德
5119,Leitereigenerton {Ger.},音階音,德
5120,Leitmotif{Ger.},主導動機,德
5121,Leitmotiv {Ger.},主導動機,德
5122,Leitton {Ger.},導音,德
5123,lene {It.},輕柔的,義
5124,lent {Fr.},緩板,法
5125,lentando {It.},漸慢,義
5126,lentissimo {It.},極緩板,義
5127,lento {It.},緩板,義
5128,Les Six {Fr.},六人組,法
5129,lesser doxology,小光榮頌,英
5130,lesser perfect system,小完全音階系統,英
5131,lesto {It.},敏捷的；迅速的,義
5132,Lesture à vue {Fr.},視奏；視唱,法
5133,letter names,音名,英
5134,letter notation,字譜,英
5135,levé {Fr.},弱起拍,法
5136,leyenda {Sp.},傳奇曲,西
5137,lezginka,雷金卡舞曲,英
5138,lezione dell'armonia {It.},和聲學,義
5139,liaison {Fr.},連線,法
5140,Liber de arte contrapuncti {Lat.},對位法之書,拉
5141,liber hymnorum {Lat.},讚歌之書,拉
5142,Liber usualis {Lat.},常用聖歌集,拉
5143,liberamente {It.},自由的,義
5144,libretto {It.},腳本；劇本；歌詞,義
5145,libro di coro {It.},合唱本,義
5146,licenza {It.},允許；自由,義
5147,Liebesoboe {Ger.},柔音管,德
5148,Lied ohne Worte {Ger.},無言歌,德
5149,Lied {Ger.},歌曲；藝術歌曲,德
5150,Lieder ohne worte {Ger.},無言歌,德
5151,Lieder {Ger.},歌曲；藝術歌曲,德
5152,Liederbuch {Ger.},歌曲集,德
5153,Liedercyclus {Ger.},聯篇歌曲,德
5154,Liederkreis {Ger.},聯篇歌曲,德
5155,Liedertafel {Ger.},男聲合唱團,德
5156,Liederzyklus {Ger.},聯篇歌曲,德
5157,liedform,歌曲形式,英
5158,Lieto {It.},歡樂的；愉快的,義
5159,lieve {It.},輕的,義
5160,lievmente {It.},輕柔的,義
5161,ligado {Sp.},弧線；圓滑線；結合線,西
5162,ligatura {It.},連結符號,義
5163,Ligatura {Lat.},連結符號,拉
5164,ligature {Fr.},連結符號；哨片箍,英˙法
5165,light music,輕音樂,英
5166,light opera,輕歌劇,英
5167,Ligne ajoutée {Fr.},加線,法
5168,ligne {Fr.},線,法
5169,limites d'audibilité {Fr.},聽覺極限,法
5170,limma {Gr.},小半音,希
5171,lindy,林第舞曲,英
5172,line,譜線,英
5173,linear counterpoint,線式對位法,英
5174,linearer Kontrapunkt {Ger.},線式對位法,德
5175,liner notes,影聲出版品解說,英
5176,linguaphone,撥簧樂器,英
5177,Linien {Ger.},譜線,德
5178,Liniensystem {Ger.},線譜,德
5179,lining out,導唱；導誦,英
5180,link,連句,英
5181,Linke Hand {Ger.},左手,德
5182,Linke Hand {Ger.} {= L.H.}; main gaunche {Fr.} {= m.g.},左手,英
5183,liquescent neume,傾斜式紐姆譜,英
5184,lira,利拉琴,英
5185,lira organizzata {It.},帶管搖絃琴,義
5186,lira {It.},里拉琴,義
5187,lirico {It.},抒情的,義
5188,litania {Lat.}{It.},連禱文；連禱歌,拉˙義
5189,litanie {Fr.},連禱文；連禱歌,法
5190,litany,連禱文；連禱歌,英
5191,lithophone,石鳴樂器,英
5192,little drum,小鼓,英
5193,liturgical books,禮儀經本,英
5194,liturgical drama,儀式劇,英
5195,liturgical play,儀式劇,英
5196,Liturgiche Bücher {Ger.},禮儀經本,德
5197,Liturgiches Drama {Ger.},儀式劇,德
5198,liturgy,禮拜儀式,英
5199,lituus,利圖斯號｛古羅馬｝,拉
5200,lituus {Lat.},古羅馬號,拉
5201,liuto {It.},魯特琴；魯特音栓｛大鍵琴｝,義
5202,live electronic music,現場電子音樂,英
5203,livre de choeur {Fr.},合唱本,法
5204,livret {Fr.},腳本；劇本,法
5205,lo stesso movimento {It.},同速度,義
5206,lo stesso tempo {It.},同速度,義
5207,Lobgesang {Ger.},讚歌,德
5208,localisation auditive {Fr.},音源定位,法
5209,Loch {Ger.},f形孔,德
5210,Lochamer Liederbuch {Ger.},羅哈梅歌曲集,德
5211,loco {It.},回原位,義
5212,locrian scale,洛克裏亞音階,英
5213,loi de Weber-Fechner {Fr.},韋伯－費希納定律,法
5214,Lokrisch {Ger.},洛克里安調式,德
5215,lombardic rhythm,隆巴第節奏,英
5216,Lombardischer Rhythmus,隆巴第節奏,德
5217,long,長音｛古希臘｝；長音符｛古譜｝,英
5218,long appoggiatura,長倚音,英
5219,long drum,長筒鼓,英
5220,long playing (LP),密紋唱片；慢轉唱片｛每分鐘三十三又三分之一轉唱片｝,英
5221,long rest,長休止符｛古譜｝,英
5222,longa {Lat.},長音｛古希臘｝；長音符｛古譜｝,拉
5223,longitudinal vibration,縱振動,英
5224,longitudinale Schwingung {Ger.},縱振動,德
5225,lontano {It.},遙遠的,義
5226,lop,波腹,英
5227,louder pedal,持音踏瓣,英
5228,loudness,響度,英
5229,loudspeaker,揚聲器,英
5230,loure {Fr.},風笛；盧爾舞曲,法
5231,louré {Fr.},連斷奏,法
5232,low down,低沉風格,英
5233,low frequency,低頻率,英
5234,low Mass,小彌撒,英
5235,lower anxiliary note,下助音,英
5236,lower tetrachord,下四音組,英
5237,Lowland pipe,低地風笛,英
5238,lowmass,小彌撒,英
5239,Lozhki {Rus.},匙鈴,俄
5240,LP,慢速錄放,英
5241,lucernarium {Lat.},晚禱經頌讚,拉
5242,luftig {Ger.},輕盈的,德
5243,Luftröhre {Ger.},氣管,德
5244,lullaby,搖籃曲,英
5245,lumineux {Fr.},燦爛的；明亮的,法
5246,lundu {Port.},朗都舞曲｛巴西｝,葡
5247,lunga pausa {It.},長休止符｛古譜｝,義
5248,lunga {It.},充分延長,義
5249,lungo {It.},充分延長,義
5250,lur {Dk.},路爾號,丹麥
5251,lusingando {It.},甜美的；嬌媚的,義
5252,Lustig {Ger.},歡樂的；愉快的,德
5253,lute,魯特琴,英
5254,lute guitar,魯特吉他,英
5255,lute harpsichord,魯特大鍵琴,英
5256,lute music,魯特音樂,英
5257,lute stop,魯特音栓｛大鍵琴｝,英
5258,lute tablature,魯特琴譜,英
5259,lutenist,魯特琴手,英
5260,luth {Fr.},魯特琴,法
5261,lutherie {Fr.},魯特琴製作,法
5262,luthier {Fr.},魯特琴製琴師；製琴師,法
5263,lutto {It.},哀慟；哀悼,義
5264,luttuoso {It.},哀悼的,義
5265,lydian mode,利地安調式,英
5266,lydian scale,利地安音階,英
5267,Lydisch {Ger.},利地安調式,德
5268,lyra piano,里拉鋼琴,英
5269,lyra viol,里拉提琴,英
5270,lyra {Gr.}{Lat.}{Fr.},里拉琴,希˙拉˙法
5271,Lyraflügel {Ger.},里拉鋼琴,德
5272,Lyragitarre {Ger.},里拉吉他,德
5273,lyre,里拉琴,英
5274,lyre guitar,里拉吉他,英
5275,lyre piano,里拉鋼琴,英
5276,lyric,抒情的,英
5277,lyric soprano,抒情女高音,英
5278,lyrics,抒情詩；歌詞,英
5279,m.d. {It.},右手,義
5280,m.g. {Fr.},左手,法
5281,m.s. {It.},左手,義
5282,ma non troppo {It.},但不過分,義
5283,machete {Por.},馬歇特琴,葡
5284,machicotage {Fr.},素歌裝飾,法
5285,machine à vent {Fr.},風機,法
5286,machine timpani,鍋形鼓；定音鼓,英
5287,Macumba,馬昆巴歌舞儀式,西
5288,Madrid Codex,馬德里抄本,西
5289,madrigal,牧歌,英
5290,madrigal comedy,牧歌喜劇,義
5291,madrigale {It.},牧歌,義
5292,madrigalism,牧歌手法；牧歌風格,英
5293,madrigalisme {Fr.},牧歌手法；牧歌風格,法
5294,madrigalismo {It.},牧歌手法；牧歌風格,義
5295,Madrigalismus {Ger.},牧歌手法；牧歌風格,德
5296,Maelzel metronome （M.M.）,梅采爾節拍器,英
5297,maestoso {It.},莊嚴的；雄偉的,義
5298,maestro concertatore {It.},聲樂指導｛歌劇｝,義
5299,maestro {It.},大師,義
5300,magadis {Gr.},馬加第斯琴,希
5301,maggiolata {It.},五月歌,義
5302,maggiore {It.},大調,義
5303,maghreb {Ar.},馬格雷布音樂,阿拉伯
5304,magister cappellae {Lat.},樂長,拉
5305,Magnetophon {Ger.},磁帶錄音機,德
5306,magnétophone {Fr.},磁帶錄音機,法
5307,Magnettongerät {Ger.},磁帶錄音機,德
5308,magnificat {Lat.},聖母讚主曲,拉
5309,magnum opus musicum {Lat.},大樂曲集,拉
5310,Magnus liber organi {Lat.},奧干農大曲集,拉
5311,magrepha {Heb.},馬格雷伐風琴,希伯來
5312,magyar music {Hu.},馬札爾音樂,匈
